date,region,category,manager,revenue,quantity,discount_amount,status,returns,week_start,is_return_or_cancel,is_application,is_sale
2026-04-10,Юг,ТВ,Морозова,61997.9,3,5682.51,return,1,2026-04-06,1,1,0
2026-04-18,Юг,Наушники,Морозова,26289.77,1,178.65,completed,0,2026-04-13,0,1,1
2026-06-25,Юг,ТВ,Петров,0.0,2,2875.91,cancel,1,2026-06-22,1,1,0
2026-06-01,Юг,Планшеты,Морозова,72465.78,2,7703.91,completed,0,2026-06-01,0,1,1
2026-05-26,Юг,Наушники,Иванов,51014.16,3,1056.62,completed,0,2026-05-25,0,1,1
2026-06-07,Юг,Ноутбуки,Козлов,3606.23,3,505.79,completed,0,2026-06-01,0,1,1
2026-04-10,Юг,Планшеты,Козлов,36293.71,1,4633.22,completed,0,2026-04-06,0,1,1
2026-07-01,Юг,Бытовая техника,Петров,0.0,1,11204.95,cancel,1,2026-06-29,1,1,0
2026-04-10,Юг,Наушники,Иванов,0.0,2,1191.32,cancel,1,2026-04-06,1,1,0
2026-06-01,Юг,Бытовая техника,Петров,10132.04,3,1031.57,completed,0,2026-06-01,0,1,1
2026-04-14,Юг,Планшеты,Иванов,34410.01,1,971.21,completed,0,2026-04-13,0,1,1
2026-06-25,Юг,Ноутбуки,Козлов,0.0,1,11443.63,cancel,1,2026-06-22,1,1,0
2026-05-17,Юг,Бытовая техника,Петров,109989.63,2,15098.16,return,1,2026-05-11,1,1,0
2026-05-24,Юг,Наушники,Козлов,33602.71,1,4046.52,completed,0,2026-05-18,0,1,1
2026-04-14,Юг,Наушники,Петров,19375.15,3,2878.15,completed,0,2026-04-13,0,1,1
2026-05-15,Юг,Наушники,Козлов,75286.72,1,74.67,completed,0,2026-05-11,0,1,1
2026-04-26,Юг,ТВ,Сидорова,25456.05,2,3035.39,completed,0,2026-04-20,0,1,1
2026-05-26,Юг,Наушники,Сидорова,27735.8,1,3844.84,completed,0,2026-05-25,0,1,1
2026-04-25,Юг,Бытовая техника,Иванов,108219.46,1,15076.59,completed,0,2026-04-20,0,1,1
2026-05-31,Юг,Ноутбуки,Морозова,38015.4,2,3860.66,completed,0,2026-05-25,0,1,1
2026-04-23,Юг,Ноутбуки,Морозова,45706.82,3,1233.59,return,1,2026-04-20,1,1,0
2026-06-30,Юг,Планшеты,Морозова,28974.13,3,2500.04,completed,0,2026-06-29,0,1,1
2026-05-12,Юг,Наушники,Морозова,72845.59,1,3801.72,completed,0,2026-05-11,0,1,1
2026-06-15,Юг,Ноутбуки,Морозова,0.0,2,3074.45,cancel,1,2026-06-15,1,1,0
2026-06-17,Юг,Бытовая техника,Сидорова,27555.75,3,2522.43,completed,0,2026-06-15,0,1,1
2026-06-27,Юг,Ноутбуки,Сидорова,0.0,3,1575.27,cancel,1,2026-06-22,1,1,0
2026-05-02,Юг,Бытовая техника,Иванов,0.0,1,4950.45,cancel,1,2026-04-27,1,1,0
2026-06-17,Юг,Наушники,Петров,102462.43,2,12677.38,completed,0,2026-06-15,0,1,1
2026-06-26,Юг,Бытовая техника,Козлов,110627.61,1,1438.51,completed,0,2026-06-22,0,1,1
2026-05-22,Юг,Ноутбуки,Козлов,63576.65,2,6162.2,completed,0,2026-05-18,0,1,1
2026-06-23,Юг,Бытовая техника,Петров,0.0,2,7479.24,cancel,1,2026-06-22,1,1,0
2026-04-29,Юг,Бытовая техника,Иванов,93479.49,1,10387.16,completed,0,2026-04-27,0,1,1
2026-05-19,Юг,Наушники,Петров,57279.42,3,7736.53,completed,0,2026-05-18,0,1,1
2026-05-10,Юг,Смартфоны,Козлов,11755.17,3,1700.18,return,1,2026-05-04,1,1,0
2026-06-26,Юг,Смартфоны,Петров,99687.24,2,2217.9,completed,0,2026-06-22,0,1,1
2026-05-08,Юг,Планшеты,Сидорова,43251.99,2,1754.53,return,1,2026-05-04,1,1,0
2026-04-28,Юг,Ноутбуки,Петров,64943.58,1,2414.51,return,1,2026-04-27,1,1,0
2026-04-28,Юг,ТВ,Сидорова,23603.74,3,99.87,completed,0,2026-04-27,0,1,1
2026-06-28,Юг,Ноутбуки,Морозова,113864.37,1,14290.49,completed,0,2026-06-22,0,1,1
2026-05-05,Юг,Наушники,Иванов,0.0,2,3937.86,cancel,1,2026-05-04,1,1,0
2026-04-13,Юг,ТВ,Петров,0.0,3,7433.72,cancel,1,2026-04-13,1,1,0
2026-05-26,Юг,Смартфоны,Петров,0.0,3,2330.18,cancel,1,2026-05-25,1,1,0
2026-05-07,Юг,Смартфоны,Козлов,0.0,1,1432.87,cancel,1,2026-05-04,1,1,0
2026-06-22,Юг,Бытовая техника,Петров,95281.41,1,6449.9,return,1,2026-06-22,1,1,0
2026-06-12,Юг,Наушники,Петров,37462.29,1,144.62,completed,0,2026-06-08,0,1,1
2026-06-29,Юг,Смартфоны,Петров,100938.21,3,10105.96,completed,0,2026-06-29,0,1,1
2026-04-21,Юг,Наушники,Морозова,81172.52,1,6740.59,completed,0,2026-04-20,0,1,1
2026-05-19,Юг,Ноутбуки,Иванов,0.0,2,2506.38,cancel,1,2026-05-18,1,1,0
2026-04-20,Юг,Наушники,Морозова,13182.21,2,1693.83,completed,0,2026-04-20,0,1,1
2026-04-07,Юг,Смартфоны,Сидорова,111216.6,3,14682.86,completed,0,2026-04-06,0,1,1
2026-05-18,Юг,Планшеты,Козлов,50147.95,1,2977.23,completed,0,2026-05-18,0,1,1
2026-05-03,Юг,ТВ,Иванов,89690.54,3,10648.38,return,1,2026-04-27,1,1,0
2026-06-26,Юг,Наушники,Петров,39401.4,3,5197.04,completed,0,2026-06-22,0,1,1
2026-04-22,Юг,ТВ,Сидорова,29181.09,2,3919.68,completed,0,2026-04-20,0,1,1
2026-04-05,Юг,Планшеты,Сидорова,68690.48,2,7051.9,completed,0,2026-03-30,0,1,1
2026-05-14,Юг,Ноутбуки,Иванов,25038.13,3,1517.68,completed,0,2026-05-11,0,1,1
2026-05-06,Юг,Ноутбуки,Сидорова,101354.73,1,7157.38,completed,0,2026-05-04,0,1,1
2026-04-22,Юг,Ноутбуки,Сидорова,87846.84,3,1176.71,completed,0,2026-04-20,0,1,1
2026-05-11,Юг,Ноутбуки,Иванов,107364.75,3,66.41,completed,0,2026-05-11,0,1,1
2026-05-16,Юг,Ноутбуки,Сидорова,61235.47,3,8938.42,completed,0,2026-05-11,0,1,1
2026-05-23,Юг,Бытовая техника,Козлов,109104.97,1,15538.39,completed,0,2026-05-18,0,1,1
2026-06-15,Юг,Наушники,Морозова,15134.43,3,994.7,completed,0,2026-06-15,0,1,1
2026-05-16,Юг,Планшеты,Иванов,20392.57,1,1968.08,return,1,2026-05-11,1,1,0
2026-05-21,Юг,Бытовая техника,Сидорова,95638.64,3,8067.11,completed,0,2026-05-18,0,1,1
2026-07-01,Юг,Ноутбуки,Петров,15514.5,1,2164.78,return,1,2026-06-29,1,1,0
2026-04-02,Юг,Смартфоны,Козлов,111415.3,2,11004.32,completed,0,2026-03-30,0,1,1
2026-06-28,Юг,Планшеты,Сидорова,15115.81,3,1998.44,completed,0,2026-06-22,0,1,1
2026-05-18,Юг,ТВ,Морозова,0.0,3,1237.97,cancel,1,2026-05-18,1,1,0
2026-05-14,Юг,Смартфоны,Иванов,97571.66,2,2126.97,return,1,2026-05-11,1,1,0
2026-05-12,Юг,Смартфоны,Сидорова,26868.11,2,413.02,completed,0,2026-05-11,0,1,1
2026-06-25,Юг,Наушники,Петров,0.0,3,12257.13,cancel,1,2026-06-22,1,1,0
2026-05-23,Юг,Планшеты,Сидорова,60394.46,1,7102.67,completed,0,2026-05-18,0,1,1
2026-05-25,Юг,Бытовая техника,Сидорова,48147.48,1,6581.78,completed,0,2026-05-25,0,1,1
2026-06-26,Юг,Наушники,Козлов,63174.16,1,2809.05,completed,0,2026-06-22,0,1,1
2026-05-23,Юг,Смартфоны,Иванов,0.0,2,1447.59,cancel,1,2026-05-18,1,1,0
2026-05-10,Юг,ТВ,Петров,96222.14,2,9775.53,return,1,2026-05-04,1,1,0
2026-05-27,Юг,Ноутбуки,Петров,27773.22,1,919.8,completed,0,2026-05-25,0,1,1
2026-06-18,Юг,Смартфоны,Сидорова,0.0,3,575.63,cancel,1,2026-06-15,1,1,0
2026-06-24,Юг,Наушники,Сидорова,26097.86,2,501.92,completed,0,2026-06-22,0,1,1
2026-05-13,Юг,Смартфоны,Петров,14705.27,2,1071.71,completed,0,2026-05-11,0,1,1
2026-04-29,Юг,Смартфоны,Сидорова,23565.11,1,3150.53,completed,0,2026-04-27,0,1,1
2026-06-01,Юг,Наушники,Морозова,98079.16,1,13333.42,completed,0,2026-06-01,0,1,1
2026-04-23,Юг,Наушники,Петров,0.0,2,1971.84,cancel,1,2026-04-20,1,1,0
2026-04-20,Юг,Ноутбуки,Иванов,0.0,1,293.85,cancel,1,2026-04-20,1,1,0
2026-06-01,Юг,ТВ,Петров,75915.77,3,7807.08,completed,0,2026-06-01,0,1,1
2026-04-11,Юг,Бытовая техника,Козлов,26674.78,1,2422.78,completed,0,2026-04-06,0,1,1
2026-05-30,Юг,Планшеты,Иванов,58676.69,3,4430.05,completed,0,2026-05-25,0,1,1
2026-06-30,Юг,Наушники,Сидорова,36142.2,1,29.65,completed,0,2026-06-29,0,1,1
2026-06-29,Юг,Наушники,Сидорова,14732.6,3,1356.93,completed,0,2026-06-29,0,1,1
2026-04-17,Юг,Планшеты,Сидорова,0.0,3,7633.44,cancel,1,2026-04-13,1,1,0
2026-06-05,Юг,Наушники,Козлов,0.0,3,87.94,cancel,1,2026-06-01,1,1,0
2026-05-29,Юг,Бытовая техника,Петров,0.0,1,1983.32,cancel,1,2026-05-25,1,1,0
2026-06-22,Юг,Планшеты,Иванов,38104.0,2,565.7,return,1,2026-06-22,1,1,0
2026-06-07,Юг,Планшеты,Сидорова,45232.56,2,134.58,completed,0,2026-06-01,0,1,1
2026-06-03,Юг,Ноутбуки,Морозова,44077.59,3,4296.68,completed,0,2026-06-01,0,1,1
2026-04-19,Юг,Наушники,Морозова,0.0,2,1861.94,cancel,1,2026-04-13,1,1,0
2026-04-10,Юг,ТВ,Козлов,78869.47,1,10097.05,completed,0,2026-04-06,0,1,1
2026-04-30,Юг,Бытовая техника,Иванов,15924.3,1,1994.98,completed,0,2026-04-27,0,1,1
2026-05-15,Юг,Наушники,Иванов,68335.55,3,5909.97,completed,0,2026-05-11,0,1,1
2026-04-23,Юг,Планшеты,Петров,74184.36,2,8520.54,completed,0,2026-04-20,0,1,1
2026-04-18,Юг,Ноутбуки,Сидорова,72704.25,1,3275.33,completed,0,2026-04-13,0,1,1
2026-04-05,Юг,Ноутбуки,Петров,34003.62,2,4136.92,completed,0,2026-03-30,0,1,1
2026-05-22,Юг,Ноутбуки,Иванов,69747.0,3,3396.94,completed,0,2026-05-18,0,1,1
2026-06-16,Юг,Смартфоны,Морозова,23229.59,3,1046.7,return,1,2026-06-15,1,1,0
2026-04-05,Юг,Смартфоны,Сидорова,9332.97,3,790.85,return,1,2026-03-30,1,1,0
2026-06-23,Юг,Планшеты,Морозова,116611.71,1,3884.67,return,1,2026-06-22,1,1,0
2026-04-25,Юг,Бытовая техника,Морозова,0.0,1,942.98,cancel,1,2026-04-20,1,1,0
2026-06-01,Юг,ТВ,Сидорова,7651.03,2,451.49,completed,0,2026-06-01,0,1,1
2026-04-10,Юг,Ноутбуки,Козлов,39152.81,1,3854.0,completed,0,2026-04-06,0,1,1
2026-04-04,Юг,Наушники,Сидорова,18688.14,1,2388.71,return,1,2026-03-30,1,1,0
2026-06-01,Юг,Планшеты,Морозова,0.0,3,10860.01,cancel,1,2026-06-01,1,1,0
2026-05-31,Юг,Смартфоны,Петров,13581.57,3,1910.61,return,1,2026-05-25,1,1,0
2026-05-11,Юг,Бытовая техника,Козлов,30831.77,2,1896.85,return,1,2026-05-11,1,1,0
2026-06-14,Юг,Ноутбуки,Козлов,0.0,3,6075.42,cancel,1,2026-06-08,1,1,0
2026-04-27,Юг,Смартфоны,Козлов,15788.36,3,1630.91,completed,0,2026-04-27,0,1,1
2026-06-16,Юг,Планшеты,Козлов,111471.33,3,12192.48,completed,0,2026-06-15,0,1,1
2026-06-30,Юг,ТВ,Иванов,38133.23,1,3922.97,completed,0,2026-06-29,0,1,1
2026-05-10,Юг,Планшеты,Иванов,49337.77,1,1435.84,completed,0,2026-05-04,0,1,1
2026-06-17,Юг,ТВ,Козлов,76382.46,2,10630.03,completed,0,2026-06-15,0,1,1
2026-06-25,Юг,Ноутбуки,Петров,96485.96,2,13367.7,completed,0,2026-06-22,0,1,1
2026-04-15,Юг,Наушники,Иванов,0.0,1,467.04,cancel,1,2026-04-13,1,1,0
