date,region,category,manager,revenue,quantity,discount_amount,status,returns,week_start,is_return_or_cancel,is_application,is_sale
2026-04-19,Москва,Планшеты,Морозова,12028.31,3,1594.38,completed,0,2026-04-13,0,1,1
2026-06-06,Юг,Ноутбуки,Морозова,80445.72,2,1861.35,completed,0,2026-06-01,0,1,1
2026-04-16,Урал,Наушники,Морозова,57016.56,3,3580.59,return,1,2026-04-13,1,1,0
2026-06-21,Москва,Бытовая техника,Морозова,67881.27,1,2902.57,completed,0,2026-06-15,0,1,1
2026-05-21,СПб,Ноутбуки,Морозова,5223.45,3,477.07,completed,0,2026-05-18,0,1,1
2026-05-31,Москва,Бытовая техника,Морозова,72818.47,3,2642.63,return,1,2026-05-25,1,1,0
2026-05-27,Урал,Наушники,Морозова,80327.55,3,5134.33,completed,0,2026-05-25,0,1,1
2026-06-18,Юг,Ноутбуки,Морозова,0.0,1,455.27,cancel,1,2026-06-15,1,1,0
2026-05-19,Юг,Бытовая техника,Морозова,0.0,1,4987.69,cancel,1,2026-05-18,1,1,0
2026-04-22,Москва,Смартфоны,Морозова,53616.34,1,2445.91,completed,0,2026-04-20,0,1,1
2026-06-10,СПб,ТВ,Морозова,40751.31,2,5170.94,completed,0,2026-06-08,0,1,1
2026-04-02,СПб,Планшеты,Морозова,0.0,1,357.75,cancel,1,2026-03-30,1,1,0
2026-06-17,Юг,ТВ,Морозова,0.0,1,10808.21,cancel,1,2026-06-15,1,1,0
2026-06-13,СПб,Ноутбуки,Морозова,62137.0,2,453.52,return,1,2026-06-08,1,1,0
2026-04-12,Сибирь,ТВ,Морозова,60902.62,1,7739.25,completed,0,2026-04-06,0,1,1
2026-04-10,Юг,ТВ,Морозова,61997.9,3,5682.51,return,1,2026-04-06,1,1,0
2026-04-18,Юг,Наушники,Морозова,26289.77,1,178.65,completed,0,2026-04-13,0,1,1
2026-06-01,Юг,Планшеты,Морозова,72465.78,2,7703.91,completed,0,2026-06-01,0,1,1
2026-05-19,Москва,Бытовая техника,Морозова,0.0,1,2966.06,cancel,1,2026-05-18,1,1,0
2026-04-30,Москва,ТВ,Морозова,105578.95,3,1699.3,completed,0,2026-04-27,0,1,1
2026-06-16,Сибирь,Наушники,Морозова,23532.9,2,306.18,completed,0,2026-06-15,0,1,1
2026-04-30,Сибирь,Бытовая техника,Морозова,38896.34,3,4491.6,return,1,2026-04-27,1,1,0
2026-04-02,Урал,ТВ,Морозова,77729.23,1,2554.9,completed,0,2026-03-30,0,1,1
2026-04-11,Сибирь,Бытовая техника,Морозова,58947.28,2,3676.95,completed,0,2026-04-06,0,1,1
2026-04-09,Москва,Смартфоны,Морозова,110317.63,3,3345.22,completed,0,2026-04-06,0,1,1
2026-06-10,Москва,Смартфоны,Морозова,31157.96,1,2086.53,completed,0,2026-06-08,0,1,1
2026-06-14,Урал,Ноутбуки,Морозова,19395.86,2,1680.09,completed,0,2026-06-08,0,1,1
2026-06-14,СПб,Бытовая техника,Морозова,30717.77,1,1905.55,completed,0,2026-06-08,0,1,1
2026-04-14,Урал,Смартфоны,Морозова,110900.45,3,13797.23,completed,0,2026-04-13,0,1,1
2026-04-26,Сибирь,Наушники,Морозова,46647.04,1,6928.72,completed,0,2026-04-20,0,1,1
2026-05-31,Юг,Ноутбуки,Морозова,38015.4,2,3860.66,completed,0,2026-05-25,0,1,1
2026-04-03,Москва,ТВ,Морозова,15085.27,1,1350.72,return,1,2026-03-30,1,1,0
2026-05-02,СПб,Планшеты,Морозова,0.0,1,11195.59,cancel,1,2026-04-27,1,1,0
2026-06-03,Сибирь,Планшеты,Морозова,87345.24,1,5998.81,completed,0,2026-06-01,0,1,1
2026-06-02,Сибирь,ТВ,Морозова,38644.99,2,4661.03,completed,0,2026-06-01,0,1,1
2026-04-29,Сибирь,Бытовая техника,Морозова,54506.08,1,2456.33,completed,0,2026-04-27,0,1,1
2026-04-23,Юг,Ноутбуки,Морозова,45706.82,3,1233.59,return,1,2026-04-20,1,1,0
2026-05-05,Сибирь,Планшеты,Морозова,0.0,3,3706.38,cancel,1,2026-05-04,1,1,0
2026-05-30,Урал,Бытовая техника,Морозова,95514.35,3,9143.31,completed,0,2026-05-25,0,1,1
2026-06-30,Юг,Планшеты,Морозова,28974.13,3,2500.04,completed,0,2026-06-29,0,1,1
2026-06-12,Сибирь,Бытовая техника,Морозова,46771.99,3,3511.17,return,1,2026-06-08,1,1,0
2026-05-12,Юг,Наушники,Морозова,72845.59,1,3801.72,completed,0,2026-05-11,0,1,1
2026-04-09,Урал,Планшеты,Морозова,75231.43,1,7584.57,return,1,2026-04-06,1,1,0
2026-06-15,Юг,Ноутбуки,Морозова,0.0,2,3074.45,cancel,1,2026-06-15,1,1,0
2026-06-08,Сибирь,Планшеты,Морозова,18974.56,3,1408.78,return,1,2026-06-08,1,1,0
2026-04-09,Урал,Ноутбуки,Морозова,37174.52,2,937.96,completed,0,2026-04-06,0,1,1
2026-06-06,Сибирь,Планшеты,Морозова,69181.1,1,5943.15,return,1,2026-06-01,1,1,0
2026-04-07,Урал,ТВ,Морозова,34418.81,3,674.23,return,1,2026-04-06,1,1,0
2026-05-12,Сибирь,Смартфоны,Морозова,52558.3,3,4856.76,return,1,2026-05-11,1,1,0
2026-06-13,Урал,Планшеты,Морозова,22168.42,3,862.06,completed,0,2026-06-08,0,1,1
2026-04-11,Москва,ТВ,Морозова,34821.73,3,402.56,return,1,2026-04-06,1,1,0
2026-06-09,Москва,Наушники,Морозова,62761.48,1,3461.49,return,1,2026-06-08,1,1,0
2026-05-03,СПб,ТВ,Морозова,3932.39,2,436.25,return,1,2026-04-27,1,1,0
2026-06-24,СПб,Ноутбуки,Морозова,11738.43,1,273.64,completed,0,2026-06-22,0,1,1
2026-05-10,Сибирь,Наушники,Морозова,6636.6,3,547.64,completed,0,2026-05-04,0,1,1
2026-06-11,Сибирь,Наушники,Морозова,78731.57,2,720.15,completed,0,2026-06-08,0,1,1
2026-04-21,Сибирь,Ноутбуки,Морозова,47812.79,1,4523.72,completed,0,2026-04-20,0,1,1
2026-05-15,Москва,Ноутбуки,Морозова,34183.66,2,1819.28,completed,0,2026-05-11,0,1,1
2026-06-28,Юг,Ноутбуки,Морозова,113864.37,1,14290.49,completed,0,2026-06-22,0,1,1
2026-06-03,СПб,Смартфоны,Морозова,71633.27,2,10321.19,completed,0,2026-06-01,0,1,1
2026-04-16,Урал,Смартфоны,Морозова,60224.33,2,1670.15,return,1,2026-04-13,1,1,0
2026-04-21,Юг,Наушники,Морозова,81172.52,1,6740.59,completed,0,2026-04-20,0,1,1
2026-04-20,Юг,Наушники,Морозова,13182.21,2,1693.83,completed,0,2026-04-20,0,1,1
2026-05-27,Москва,Бытовая техника,Морозова,0.0,3,4436.9,cancel,1,2026-05-25,1,1,0
2026-04-18,СПб,Ноутбуки,Морозова,16164.7,3,1412.82,return,1,2026-04-13,1,1,0
2026-05-11,Сибирь,Планшеты,Морозова,33903.99,2,190.54,return,1,2026-05-11,1,1,0
2026-05-24,Москва,Смартфоны,Морозова,0.0,3,7171.35,cancel,1,2026-05-18,1,1,0
2026-06-26,Москва,Планшеты,Морозова,50338.07,1,2591.16,return,1,2026-06-22,1,1,0
2026-04-26,Москва,Планшеты,Морозова,27709.26,1,511.91,completed,0,2026-04-20,0,1,1
2026-05-23,Урал,Планшеты,Морозова,46897.51,1,4178.03,completed,0,2026-05-18,0,1,1
2026-04-10,Москва,Бытовая техника,Морозова,38230.63,2,3571.49,completed,0,2026-04-06,0,1,1
2026-05-07,Москва,Планшеты,Морозова,52002.61,1,2205.22,completed,0,2026-05-04,0,1,1
2026-06-15,Юг,Наушники,Морозова,15134.43,3,994.7,completed,0,2026-06-15,0,1,1
2026-04-15,Москва,Бытовая техника,Морозова,79631.91,3,6887.95,completed,0,2026-04-13,0,1,1
2026-06-17,Урал,Планшеты,Морозова,0.0,3,3069.2,cancel,1,2026-06-15,1,1,0
2026-05-27,Урал,Смартфоны,Морозова,31184.34,1,2575.03,completed,0,2026-05-25,0,1,1
2026-04-16,Сибирь,Смартфоны,Морозова,15009.27,3,0.38,completed,0,2026-04-13,0,1,1
2026-06-07,Сибирь,Смартфоны,Морозова,0.0,3,136.63,cancel,1,2026-06-01,1,1,0
2026-04-27,СПб,Наушники,Морозова,97161.23,3,12919.09,return,1,2026-04-27,1,1,0
2026-05-18,Юг,ТВ,Морозова,0.0,3,1237.97,cancel,1,2026-05-18,1,1,0
2026-06-26,Сибирь,Бытовая техника,Морозова,0.0,2,9182.54,cancel,1,2026-06-22,1,1,0
2026-06-05,Урал,Планшеты,Морозова,100108.07,3,9060.59,return,1,2026-06-01,1,1,0
2026-06-11,СПб,Планшеты,Морозова,45213.35,2,6759.15,completed,0,2026-06-08,0,1,1
2026-05-08,Москва,Планшеты,Морозова,115014.82,1,2126.08,completed,0,2026-05-04,0,1,1
2026-04-28,Сибирь,Планшеты,Морозова,70008.08,1,3199.63,completed,0,2026-04-27,0,1,1
2026-06-15,СПб,Бытовая техника,Морозова,25736.17,1,3286.72,completed,0,2026-06-15,0,1,1
2026-05-31,Урал,Бытовая техника,Морозова,75112.06,1,6371.97,completed,0,2026-05-25,0,1,1
2026-06-01,Юг,Наушники,Морозова,98079.16,1,13333.42,completed,0,2026-06-01,0,1,1
2026-05-08,СПб,Ноутбуки,Морозова,0.0,3,1921.2,cancel,1,2026-05-04,1,1,0
2026-05-14,Сибирь,ТВ,Морозова,47069.17,3,6341.82,completed,0,2026-05-11,0,1,1
2026-04-13,Сибирь,Ноутбуки,Морозова,63449.56,2,3358.68,completed,0,2026-04-13,0,1,1
2026-04-27,Москва,Ноутбуки,Морозова,5626.19,3,135.98,return,1,2026-04-27,1,1,0
2026-04-05,Сибирь,Планшеты,Морозова,63446.96,3,177.21,completed,0,2026-03-30,0,1,1
2026-04-07,СПб,Наушники,Морозова,113828.7,2,14808.59,completed,0,2026-04-06,0,1,1
2026-05-25,СПб,Планшеты,Морозова,13903.23,1,1870.61,completed,0,2026-05-25,0,1,1
2026-06-21,Урал,Смартфоны,Морозова,64079.17,2,2205.79,return,1,2026-06-15,1,1,0
2026-06-14,Сибирь,ТВ,Морозова,95378.0,3,12988.46,return,1,2026-06-08,1,1,0
2026-05-03,Сибирь,Планшеты,Морозова,91331.71,2,2448.41,return,1,2026-04-27,1,1,0
2026-04-20,Урал,ТВ,Морозова,0.0,2,7888.03,cancel,1,2026-04-20,1,1,0
2026-05-26,Сибирь,Планшеты,Морозова,111890.14,2,11943.25,return,1,2026-05-25,1,1,0
2026-04-24,Москва,Планшеты,Морозова,0.0,3,3820.11,cancel,1,2026-04-20,1,1,0
2026-06-17,СПб,Ноутбуки,Морозова,27193.1,2,636.3,completed,0,2026-06-15,0,1,1
2026-05-28,Сибирь,ТВ,Морозова,0.0,2,8499.16,cancel,1,2026-05-25,1,1,0
2026-06-19,Сибирь,Ноутбуки,Морозова,0.0,2,6245.47,cancel,1,2026-06-15,1,1,0
2026-05-29,Урал,Ноутбуки,Морозова,45307.47,2,1611.63,completed,0,2026-05-25,0,1,1
2026-05-03,Сибирь,Ноутбуки,Морозова,23663.05,3,2557.6,completed,0,2026-04-27,0,1,1
2026-06-03,Юг,Ноутбуки,Морозова,44077.59,3,4296.68,completed,0,2026-06-01,0,1,1
2026-05-07,Урал,Наушники,Морозова,104586.15,3,6350.04,completed,0,2026-05-04,0,1,1
2026-04-19,Юг,Наушники,Морозова,0.0,2,1861.94,cancel,1,2026-04-13,1,1,0
2026-04-21,Урал,Наушники,Морозова,0.0,1,4735.35,cancel,1,2026-04-20,1,1,0
2026-04-29,СПб,Планшеты,Морозова,52402.01,3,5381.48,completed,0,2026-04-27,0,1,1
2026-05-21,Москва,Бытовая техника,Морозова,21557.54,3,394.96,completed,0,2026-05-18,0,1,1
2026-05-10,Сибирь,Ноутбуки,Морозова,66499.89,1,5422.61,completed,0,2026-05-04,0,1,1
2026-05-21,Урал,Планшеты,Морозова,88691.08,1,916.31,completed,0,2026-05-18,0,1,1
2026-06-09,СПб,Смартфоны,Морозова,0.0,2,5511.44,cancel,1,2026-06-08,1,1,0
2026-06-10,Москва,Бытовая техника,Морозова,40521.21,2,1154.06,completed,0,2026-06-08,0,1,1
2026-05-06,Урал,Ноутбуки,Морозова,0.0,3,350.24,cancel,1,2026-05-04,1,1,0
2026-04-05,Москва,Ноутбуки,Морозова,100631.41,1,1527.96,completed,0,2026-03-30,0,1,1
2026-05-21,СПб,Ноутбуки,Морозова,65204.34,3,2433.06,completed,0,2026-05-18,0,1,1
2026-06-27,СПб,Планшеты,Морозова,0.0,2,5949.65,cancel,1,2026-06-22,1,1,0
2026-06-16,Юг,Смартфоны,Морозова,23229.59,3,1046.7,return,1,2026-06-15,1,1,0
2026-06-25,СПб,Бытовая техника,Морозова,104765.02,1,9961.38,completed,0,2026-06-22,0,1,1
2026-06-23,Юг,Планшеты,Морозова,116611.71,1,3884.67,return,1,2026-06-22,1,1,0
2026-04-25,Юг,Бытовая техника,Морозова,0.0,1,942.98,cancel,1,2026-04-20,1,1,0
2026-04-08,Урал,Бытовая техника,Морозова,93882.31,1,1584.68,completed,0,2026-04-06,0,1,1
2026-05-20,СПб,ТВ,Морозова,93052.71,2,8698.32,completed,0,2026-05-18,0,1,1
2026-04-29,Москва,Ноутбуки,Морозова,16147.49,1,2104.23,completed,0,2026-04-27,0,1,1
2026-05-13,СПб,Ноутбуки,Морозова,89581.52,3,10082.69,completed,0,2026-05-11,0,1,1
2026-04-12,СПб,Ноутбуки,Морозова,0.0,2,5482.9,cancel,1,2026-04-06,1,1,0
2026-05-16,Сибирь,Планшеты,Морозова,13272.02,3,1366.73,completed,0,2026-05-11,0,1,1
2026-06-24,СПб,Планшеты,Морозова,0.0,3,2210.37,cancel,1,2026-06-22,1,1,0
2026-06-24,Урал,Смартфоны,Морозова,0.0,3,15694.91,cancel,1,2026-06-22,1,1,0
2026-05-03,Москва,Планшеты,Морозова,18390.87,2,1670.64,completed,0,2026-04-27,0,1,1
2026-06-01,Юг,Планшеты,Морозова,0.0,3,10860.01,cancel,1,2026-06-01,1,1,0
2026-04-29,Москва,Бытовая техника,Морозова,37447.11,1,2603.95,return,1,2026-04-27,1,1,0
2026-04-23,Сибирь,Бытовая техника,Морозова,12980.87,3,1849.29,completed,0,2026-04-20,0,1,1
2026-04-22,Сибирь,Наушники,Морозова,4428.31,1,403.85,completed,0,2026-04-20,0,1,1
2026-04-15,Москва,Ноутбуки,Морозова,73342.34,2,6818.26,completed,0,2026-04-13,0,1,1
2026-04-05,Москва,Бытовая техника,Морозова,7296.36,3,326.63,completed,0,2026-03-30,0,1,1
2026-04-11,Урал,ТВ,Морозова,52965.27,3,7905.26,completed,0,2026-04-06,0,1,1
2026-04-07,Сибирь,Бытовая техника,Морозова,42680.83,1,3655.5,completed,0,2026-04-06,0,1,1
2026-06-05,Москва,Бытовая техника,Морозова,3480.85,1,174.02,completed,0,2026-06-01,0,1,1
2026-06-23,Урал,Смартфоны,Морозова,15063.03,2,1443.45,completed,0,2026-06-22,0,1,1
2026-05-25,Москва,Ноутбуки,Морозова,0.0,2,5642.77,cancel,1,2026-05-25,1,1,0
