date,region,category,manager,revenue,quantity,discount_amount,status,returns,week_start,is_return_or_cancel,is_application,is_sale
2026-06-05,Урал,Бытовая техника,Петров,97354.11,2,869.7,completed,0,2026-06-01,0,1,1
2026-06-22,Урал,Ноутбуки,Петров,47270.94,3,12.75,completed,0,2026-06-22,0,1,1
2026-04-07,Урал,Ноутбуки,Иванов,30845.52,3,3100.09,completed,0,2026-04-06,0,1,1
2026-04-02,Урал,Ноутбуки,Петров,55255.7,3,561.91,completed,0,2026-03-30,0,1,1
2026-05-05,Урал,ТВ,Иванов,37504.31,1,1922.89,completed,0,2026-05-04,0,1,1
2026-06-11,Урал,Ноутбуки,Петров,9266.02,2,969.04,completed,0,2026-06-08,0,1,1
2026-07-01,Урал,ТВ,Петров,0.0,1,253.41,cancel,1,2026-06-29,1,1,0
2026-04-16,Урал,Смартфоны,Морозова,60224.33,2,1670.15,return,1,2026-04-13,1,1,0
2026-05-17,Урал,ТВ,Сидорова,42530.33,2,5475.15,completed,0,2026-05-11,0,1,1
2026-05-17,Урал,ТВ,Козлов,85442.17,3,5087.34,completed,0,2026-05-11,0,1,1
2026-05-24,Урал,ТВ,Петров,71664.99,2,8051.14,return,1,2026-05-18,1,1,0
2026-04-24,Урал,Бытовая техника,Сидорова,10468.94,2,410.09,return,1,2026-04-20,1,1,0
2026-06-30,Урал,Наушники,Сидорова,29129.37,2,1138.49,completed,0,2026-06-29,0,1,1
2026-05-01,Урал,ТВ,Петров,29473.09,1,1695.66,completed,0,2026-04-27,0,1,1
2026-04-05,Урал,Наушники,Петров,0.0,2,10874.14,cancel,1,2026-03-30,1,1,0
2026-05-23,Урал,Планшеты,Морозова,46897.51,1,4178.03,completed,0,2026-05-18,0,1,1
2026-06-23,Урал,Ноутбуки,Иванов,85302.1,3,6351.01,completed,0,2026-06-22,0,1,1
2026-05-14,Урал,Наушники,Иванов,96786.74,1,12358.4,completed,0,2026-05-11,0,1,1
2026-04-16,Урал,Бытовая техника,Иванов,114745.43,2,14027.01,return,1,2026-04-13,1,1,0
2026-05-05,Урал,Планшеты,Иванов,0.0,3,6260.52,cancel,1,2026-05-04,1,1,0
2026-06-17,Урал,Планшеты,Морозова,0.0,3,3069.2,cancel,1,2026-06-15,1,1,0
2026-05-27,Урал,Смартфоны,Морозова,31184.34,1,2575.03,completed,0,2026-05-25,0,1,1
2026-06-14,Урал,Смартфоны,Петров,114191.55,2,5686.27,return,1,2026-06-08,1,1,0
2026-04-26,Урал,Бытовая техника,Козлов,0.0,1,1069.77,cancel,1,2026-04-20,1,1,0
2026-05-04,Урал,Бытовая техника,Сидорова,3257.04,3,255.02,completed,0,2026-05-04,0,1,1
2026-05-27,Урал,Бытовая техника,Сидорова,76027.61,3,1513.01,completed,0,2026-05-25,0,1,1
2026-04-10,Урал,Бытовая техника,Иванов,61955.53,2,5225.46,completed,0,2026-04-06,0,1,1
2026-06-05,Урал,Планшеты,Морозова,100108.07,3,9060.59,return,1,2026-06-01,1,1,0
2026-05-24,Урал,Смартфоны,Сидорова,71326.37,2,7592.93,completed,0,2026-05-18,0,1,1
2026-05-13,Урал,Планшеты,Иванов,7673.05,3,708.54,completed,0,2026-05-11,0,1,1
2026-04-18,Урал,Наушники,Петров,16422.47,3,1511.77,completed,0,2026-04-13,0,1,1
2026-06-13,Урал,Наушники,Козлов,0.0,2,9370.96,cancel,1,2026-06-08,1,1,0
2026-06-11,Урал,Планшеты,Иванов,36910.88,2,4237.04,completed,0,2026-06-08,0,1,1
2026-05-31,Урал,Бытовая техника,Морозова,75112.06,1,6371.97,completed,0,2026-05-25,0,1,1
2026-06-25,Урал,Ноутбуки,Козлов,0.0,3,6797.73,cancel,1,2026-06-22,1,1,0
2026-06-25,Урал,Ноутбуки,Иванов,10354.76,3,321.16,completed,0,2026-06-22,0,1,1
2026-06-20,Урал,Бытовая техника,Сидорова,0.0,3,6297.64,cancel,1,2026-06-15,1,1,0
2026-06-21,Урал,Смартфоны,Морозова,64079.17,2,2205.79,return,1,2026-06-15,1,1,0
2026-04-20,Урал,ТВ,Морозова,0.0,2,7888.03,cancel,1,2026-04-20,1,1,0
2026-04-15,Урал,Ноутбуки,Сидорова,13312.46,1,1216.15,return,1,2026-04-13,1,1,0
2026-06-07,Урал,Наушники,Сидорова,13160.61,3,780.05,completed,0,2026-06-01,0,1,1
2026-04-08,Урал,ТВ,Сидорова,0.0,1,10010.09,cancel,1,2026-04-06,1,1,0
2026-06-26,Урал,Ноутбуки,Сидорова,84995.77,1,5086.11,completed,0,2026-06-22,0,1,1
2026-05-29,Урал,Ноутбуки,Морозова,45307.47,2,1611.63,completed,0,2026-05-25,0,1,1
2026-04-22,Урал,ТВ,Петров,115147.64,2,7322.4,return,1,2026-04-20,1,1,0
2026-06-01,Урал,ТВ,Козлов,84983.38,2,5745.67,return,1,2026-06-01,1,1,0
2026-05-07,Урал,Наушники,Иванов,10024.26,2,1119.6,completed,0,2026-05-04,0,1,1
2026-06-21,Урал,ТВ,Сидорова,0.0,3,1793.27,cancel,1,2026-06-15,1,1,0
2026-05-07,Урал,Наушники,Морозова,104586.15,3,6350.04,completed,0,2026-05-04,0,1,1
2026-05-28,Урал,Ноутбуки,Сидорова,12256.1,2,1200.51,completed,0,2026-05-25,0,1,1
2026-04-21,Урал,Наушники,Морозова,0.0,1,4735.35,cancel,1,2026-04-20,1,1,0
2026-05-24,Урал,Смартфоны,Петров,0.0,1,8809.42,cancel,1,2026-05-18,1,1,0
2026-04-09,Урал,Наушники,Иванов,24247.64,1,3544.76,return,1,2026-04-06,1,1,0
2026-05-20,Урал,Бытовая техника,Иванов,83255.52,1,4439.82,completed,0,2026-05-18,0,1,1
2026-04-02,Урал,Наушники,Петров,0.0,1,9848.87,cancel,1,2026-03-30,1,1,0
2026-05-17,Урал,Смартфоны,Козлов,87754.7,3,5758.9,completed,0,2026-05-11,0,1,1
2026-05-21,Урал,Планшеты,Морозова,88691.08,1,916.31,completed,0,2026-05-18,0,1,1
2026-05-25,Урал,Планшеты,Сидорова,55577.95,2,6.0,completed,0,2026-05-25,0,1,1
2026-05-06,Урал,Ноутбуки,Морозова,0.0,3,350.24,cancel,1,2026-05-04,1,1,0
2026-05-23,Урал,ТВ,Козлов,67359.52,3,4350.63,completed,0,2026-05-18,0,1,1
2026-06-20,Урал,Смартфоны,Сидорова,28134.27,3,2157.64,completed,0,2026-06-15,0,1,1
2026-04-19,Урал,Смартфоны,Козлов,67133.83,3,4375.36,completed,0,2026-04-13,0,1,1
2026-04-08,Урал,Бытовая техника,Морозова,93882.31,1,1584.68,completed,0,2026-04-06,0,1,1
2026-05-05,Урал,Ноутбуки,Сидорова,52554.25,2,4681.62,return,1,2026-05-04,1,1,0
2026-05-25,Урал,Смартфоны,Иванов,80568.85,2,10482.94,completed,0,2026-05-25,0,1,1
2026-04-04,Урал,ТВ,Сидорова,5149.55,1,769.34,completed,0,2026-03-30,0,1,1
2026-04-08,Урал,Ноутбуки,Петров,113463.99,2,15269.56,completed,0,2026-04-06,0,1,1
2026-06-24,Урал,Смартфоны,Морозова,0.0,3,15694.91,cancel,1,2026-06-22,1,1,0
2026-04-05,Урал,Наушники,Сидорова,115459.95,1,13493.36,return,1,2026-03-30,1,1,0
2026-06-27,Урал,ТВ,Сидорова,13895.78,2,1709.73,completed,0,2026-06-22,0,1,1
2026-04-11,Урал,ТВ,Морозова,52965.27,3,7905.26,completed,0,2026-04-06,0,1,1
2026-04-17,Урал,Планшеты,Сидорова,100707.37,3,8095.14,completed,0,2026-04-13,0,1,1
2026-06-13,Урал,ТВ,Иванов,70555.52,1,2968.2,completed,0,2026-06-08,0,1,1
2026-05-26,Урал,Смартфоны,Петров,23476.49,1,1562.74,completed,0,2026-05-25,0,1,1
2026-05-19,Урал,Ноутбуки,Иванов,0.0,3,3990.46,cancel,1,2026-05-18,1,1,0
2026-06-23,Урал,Смартфоны,Морозова,15063.03,2,1443.45,completed,0,2026-06-22,0,1,1
2026-04-03,Урал,Ноутбуки,Петров,81521.51,2,1399.65,return,1,2026-03-30,1,1,0
2026-06-03,Урал,Планшеты,Петров,19562.15,1,209.05,completed,0,2026-06-01,0,1,1
