date,region,category,manager,revenue,quantity,discount_amount,status,returns,week_start,is_return_or_cancel,is_application,is_sale
2026-06-28,Москва,Бытовая техника,Козлов,97945.23,1,4311.2,completed,0,2026-06-22,0,1,1
2026-06-09,Москва,ТВ,Сидорова,95559.78,3,5708.13,completed,0,2026-06-08,0,1,1
2026-05-06,Москва,Бытовая техника,Петров,0.0,2,3126.44,cancel,1,2026-05-04,1,1,0
2026-04-22,Москва,Бытовая техника,Сидорова,44131.0,3,6607.41,return,1,2026-04-20,1,1,0
2026-05-30,Москва,Смартфоны,Козлов,77817.91,2,5989.09,completed,0,2026-05-25,0,1,1
2026-04-22,Москва,Смартфоны,Морозова,53616.34,1,2445.91,completed,0,2026-04-20,0,1,1
2026-04-04,Москва,Бытовая техника,Иванов,37799.76,1,2492.55,return,1,2026-03-30,1,1,0
2026-06-11,Москва,ТВ,Сидорова,58562.43,3,962.81,completed,0,2026-06-08,0,1,1
2026-04-23,Москва,Планшеты,Козлов,71293.15,2,10341.83,return,1,2026-04-20,1,1,0
2026-05-05,Москва,Планшеты,Козлов,0.0,1,5550.3,cancel,1,2026-05-04,1,1,0
2026-05-19,Москва,Бытовая техника,Морозова,0.0,1,2966.06,cancel,1,2026-05-18,1,1,0
2026-05-03,Москва,Наушники,Козлов,112268.95,1,15772.81,completed,0,2026-04-27,0,1,1
2026-04-30,Москва,ТВ,Морозова,105578.95,3,1699.3,completed,0,2026-04-27,0,1,1
2026-05-15,Москва,ТВ,Петров,34921.94,3,2403.93,return,1,2026-05-11,1,1,0
2026-04-04,Москва,Бытовая техника,Сидорова,87075.99,2,7416.02,completed,0,2026-03-30,0,1,1
2026-06-21,Москва,Планшеты,Козлов,0.0,3,11100.87,cancel,1,2026-06-15,1,1,0
2026-04-09,Москва,Смартфоны,Морозова,110317.63,3,3345.22,completed,0,2026-04-06,0,1,1
2026-04-06,Москва,Планшеты,Козлов,56445.42,3,6832.0,return,1,2026-04-06,1,1,0
2026-05-14,Москва,Бытовая техника,Петров,49326.0,3,540.34,completed,0,2026-05-11,0,1,1
2026-04-11,Москва,Планшеты,Иванов,43309.88,1,6406.42,return,1,2026-04-06,1,1,0
2026-04-29,Москва,Смартфоны,Козлов,25052.21,3,2878.7,completed,0,2026-04-27,0,1,1
2026-06-10,Москва,Смартфоны,Морозова,31157.96,1,2086.53,completed,0,2026-06-08,0,1,1
2026-04-18,Москва,Наушники,Козлов,31633.9,1,2561.21,completed,0,2026-04-13,0,1,1
2026-05-27,Москва,Ноутбуки,Петров,38473.0,3,677.03,completed,0,2026-05-25,0,1,1
2026-04-09,Москва,Бытовая техника,Иванов,64301.5,1,3977.62,completed,0,2026-04-06,0,1,1
2026-04-15,Москва,Планшеты,Сидорова,0.0,3,7496.28,cancel,1,2026-04-13,1,1,0
2026-06-09,Москва,Бытовая техника,Иванов,38097.03,1,2315.98,completed,0,2026-06-08,0,1,1
2026-05-29,Москва,Бытовая техника,Иванов,67666.07,3,1739.53,return,1,2026-05-25,1,1,0
2026-04-14,Москва,Планшеты,Сидорова,0.0,1,8589.24,cancel,1,2026-04-13,1,1,0
2026-06-24,Москва,ТВ,Козлов,15466.46,2,1766.3,completed,0,2026-06-22,0,1,1
2026-04-03,Москва,ТВ,Морозова,15085.27,1,1350.72,return,1,2026-03-30,1,1,0
2026-04-13,Москва,ТВ,Козлов,104055.03,2,12161.47,completed,0,2026-04-13,0,1,1
2026-06-10,Москва,Планшеты,Иванов,91022.08,3,2552.62,completed,0,2026-06-08,0,1,1
2026-04-09,Москва,ТВ,Козлов,26057.69,3,3775.43,completed,0,2026-04-06,0,1,1
2026-04-25,Москва,Бытовая техника,Петров,118803.76,2,15589.6,completed,0,2026-04-20,0,1,1
2026-06-15,Москва,Бытовая техника,Козлов,71088.8,3,7081.98,completed,0,2026-06-15,0,1,1
2026-06-20,Москва,Смартфоны,Иванов,95231.53,3,11197.65,return,1,2026-06-15,1,1,0
2026-05-12,Москва,Бытовая техника,Иванов,29786.78,1,1400.06,completed,0,2026-05-11,0,1,1
2026-05-12,Москва,Планшеты,Козлов,19381.54,2,2800.39,completed,0,2026-05-11,0,1,1
2026-04-18,Москва,Ноутбуки,Козлов,60901.86,3,5425.71,completed,0,2026-04-13,0,1,1
2026-06-26,Москва,ТВ,Сидорова,0.0,1,6207.64,cancel,1,2026-06-22,1,1,0
2026-05-10,Москва,Смартфоны,Сидорова,4952.66,1,29.59,completed,0,2026-05-04,0,1,1
2026-04-11,Москва,Планшеты,Петров,12780.86,1,1028.33,completed,0,2026-04-06,0,1,1
2026-04-03,Москва,ТВ,Козлов,71613.15,3,10241.7,return,1,2026-03-30,1,1,0
2026-05-30,Москва,Наушники,Иванов,9775.0,2,897.78,completed,0,2026-05-25,0,1,1
2026-04-11,Москва,ТВ,Морозова,34821.73,3,402.56,return,1,2026-04-06,1,1,0
2026-06-09,Москва,Наушники,Морозова,62761.48,1,3461.49,return,1,2026-06-08,1,1,0
2026-06-05,Москва,Ноутбуки,Иванов,8152.44,2,445.09,completed,0,2026-06-01,0,1,1
2026-05-05,Москва,Планшеты,Козлов,23938.43,1,1155.52,completed,0,2026-05-04,0,1,1
2026-05-16,Москва,Ноутбуки,Петров,0.0,3,12038.87,cancel,1,2026-05-11,1,1,0
2026-04-22,Москва,Бытовая техника,Козлов,114265.86,3,12464.38,completed,0,2026-04-20,0,1,1
2026-06-10,Москва,Смартфоны,Петров,86263.34,3,5344.75,completed,0,2026-06-08,0,1,1
2026-07-01,Москва,Планшеты,Иванов,56639.59,3,1134.33,completed,0,2026-06-29,0,1,1
2026-04-19,Москва,Ноутбуки,Козлов,5550.62,1,76.58,completed,0,2026-04-13,0,1,1
2026-05-15,Москва,Ноутбуки,Морозова,34183.66,2,1819.28,completed,0,2026-05-11,0,1,1
2026-05-14,Москва,Смартфоны,Козлов,95081.34,2,10448.27,completed,0,2026-05-11,0,1,1
2026-04-22,Москва,Планшеты,Иванов,21825.83,2,1944.78,return,1,2026-04-20,1,1,0
2026-05-28,Москва,Наушники,Петров,0.0,3,14348.27,cancel,1,2026-05-25,1,1,0
2026-04-03,Москва,Наушники,Иванов,77668.31,2,9144.01,completed,0,2026-03-30,0,1,1
2026-05-27,Москва,Бытовая техника,Морозова,0.0,3,4436.9,cancel,1,2026-05-25,1,1,0
2026-04-07,Москва,Бытовая техника,Козлов,83790.11,2,11274.35,completed,0,2026-04-06,0,1,1
2026-05-02,Москва,Наушники,Петров,0.0,3,138.89,cancel,1,2026-04-27,1,1,0
2026-05-24,Москва,Смартфоны,Морозова,0.0,3,7171.35,cancel,1,2026-05-18,1,1,0
2026-05-24,Москва,Бытовая техника,Козлов,82648.42,2,3216.18,completed,0,2026-05-18,0,1,1
2026-06-26,Москва,Планшеты,Морозова,50338.07,1,2591.16,return,1,2026-06-22,1,1,0
2026-04-15,Москва,Наушники,Иванов,57259.99,3,5012.32,completed,0,2026-04-13,0,1,1
2026-05-16,Москва,Планшеты,Петров,47848.02,3,2677.82,return,1,2026-05-11,1,1,0
2026-04-30,Москва,Смартфоны,Сидорова,0.0,2,2654.55,cancel,1,2026-04-27,1,1,0
2026-04-26,Москва,Планшеты,Морозова,27709.26,1,511.91,completed,0,2026-04-20,0,1,1
2026-05-14,Москва,Смартфоны,Иванов,80450.48,2,5361.79,completed,0,2026-05-11,0,1,1
2026-04-10,Москва,Бытовая техника,Морозова,38230.63,2,3571.49,completed,0,2026-04-06,0,1,1
2026-05-07,Москва,Планшеты,Морозова,52002.61,1,2205.22,completed,0,2026-05-04,0,1,1
2026-06-27,Москва,ТВ,Петров,0.0,2,1747.07,cancel,1,2026-06-22,1,1,0
2026-06-09,Москва,Смартфоны,Петров,33902.63,1,4334.02,completed,0,2026-06-08,0,1,1
2026-04-15,Москва,Бытовая техника,Морозова,79631.91,3,6887.95,completed,0,2026-04-13,0,1,1
2026-04-17,Москва,Наушники,Козлов,84073.52,2,12065.0,completed,0,2026-04-13,0,1,1
2026-05-10,Москва,Смартфоны,Сидорова,116002.49,1,10798.01,completed,0,2026-05-04,0,1,1
2026-06-26,Москва,Наушники,Сидорова,0.0,3,672.4,cancel,1,2026-06-22,1,1,0
2026-05-09,Москва,ТВ,Петров,0.0,1,6550.42,cancel,1,2026-05-04,1,1,0
2026-04-26,Москва,Бытовая техника,Сидорова,0.0,2,4331.6,cancel,1,2026-04-20,1,1,0
2026-05-20,Москва,Смартфоны,Петров,40476.59,3,3237.35,completed,0,2026-05-18,0,1,1
2026-04-24,Москва,Бытовая техника,Петров,78647.66,1,5417.55,return,1,2026-04-20,1,1,0
2026-06-19,Москва,Смартфоны,Петров,7432.7,2,622.21,completed,0,2026-06-15,0,1,1
2026-04-02,Москва,Наушники,Петров,47625.39,3,1570.68,return,1,2026-03-30,1,1,0
2026-05-08,Москва,Планшеты,Морозова,115014.82,1,2126.08,completed,0,2026-05-04,0,1,1
2026-06-06,Москва,Бытовая техника,Иванов,33798.45,1,4307.21,completed,0,2026-06-01,0,1,1
2026-04-12,Москва,Бытовая техника,Петров,45572.27,3,4676.82,return,1,2026-04-06,1,1,0
2026-06-27,Москва,Планшеты,Сидорова,22375.88,1,504.26,return,1,2026-06-22,1,1,0
2026-05-11,Москва,Бытовая техника,Петров,45380.08,2,5521.66,completed,0,2026-05-11,0,1,1
2026-04-27,Москва,Ноутбуки,Морозова,5626.19,3,135.98,return,1,2026-04-27,1,1,0
2026-06-19,Москва,Ноутбуки,Козлов,72794.4,2,1443.66,return,1,2026-06-15,1,1,0
2026-05-21,Москва,Планшеты,Иванов,70624.5,2,6934.05,completed,0,2026-05-18,0,1,1
2026-06-04,Москва,Ноутбуки,Козлов,50834.87,3,4463.58,completed,0,2026-06-01,0,1,1
2026-06-24,Москва,Бытовая техника,Петров,89086.54,2,10464.67,return,1,2026-06-22,1,1,0
2026-04-02,Москва,Смартфоны,Петров,21806.35,2,3028.45,completed,0,2026-03-30,0,1,1
2026-04-24,Москва,Планшеты,Морозова,0.0,3,3820.11,cancel,1,2026-04-20,1,1,0
2026-06-30,Москва,ТВ,Петров,0.0,3,0.98,cancel,1,2026-06-29,1,1,0
2026-05-31,Москва,Бытовая техника,Иванов,0.0,1,2179.38,cancel,1,2026-05-25,1,1,0
2026-05-03,Москва,Планшеты,Сидорова,0.0,2,2195.62,cancel,1,2026-04-27,1,1,0
2026-05-12,Москва,Бытовая техника,Козлов,17025.78,3,16.92,completed,0,2026-05-11,0,1,1
2026-06-11,Москва,Бытовая техника,Петров,83637.63,2,7289.12,completed,0,2026-06-08,0,1,1
2026-05-02,Москва,Ноутбуки,Петров,80456.64,2,1243.17,completed,0,2026-04-27,0,1,1
2026-05-14,Москва,Смартфоны,Сидорова,0.0,3,2154.54,cancel,1,2026-05-11,1,1,0
2026-04-21,Москва,Планшеты,Сидорова,0.0,1,1856.04,cancel,1,2026-04-20,1,1,0
2026-05-25,Москва,Бытовая техника,Козлов,18985.01,3,1289.37,completed,0,2026-05-25,0,1,1
2026-05-14,Москва,ТВ,Сидорова,24754.7,1,2655.67,completed,0,2026-05-11,0,1,1
2026-05-21,Москва,Бытовая техника,Морозова,21557.54,3,394.96,completed,0,2026-05-18,0,1,1
2026-06-02,Москва,Ноутбуки,Козлов,85055.39,1,4041.06,completed,0,2026-06-01,0,1,1
2026-06-10,Москва,Бытовая техника,Морозова,40521.21,2,1154.06,completed,0,2026-06-08,0,1,1
2026-06-03,Москва,Ноутбуки,Иванов,23900.74,2,686.97,completed,0,2026-06-01,0,1,1
2026-05-27,Москва,Наушники,Иванов,79722.68,2,6673.03,completed,0,2026-05-25,0,1,1
2026-06-03,Москва,Планшеты,Сидорова,99177.1,3,604.78,return,1,2026-06-01,1,1,0
2026-04-05,Москва,Ноутбуки,Морозова,100631.41,1,1527.96,completed,0,2026-03-30,0,1,1
2026-06-13,Москва,ТВ,Сидорова,0.0,2,2976.52,cancel,1,2026-06-08,1,1,0
2026-04-29,Москва,Ноутбуки,Морозова,16147.49,1,2104.23,completed,0,2026-04-27,0,1,1
2026-05-30,Москва,ТВ,Козлов,4606.8,2,15.72,completed,0,2026-05-25,0,1,1
2026-06-10,Москва,Бытовая техника,Сидорова,0.0,2,4711.71,cancel,1,2026-06-08,1,1,0
2026-05-03,Москва,Планшеты,Морозова,18390.87,2,1670.64,completed,0,2026-04-27,0,1,1
2026-04-18,Москва,Планшеты,Козлов,50369.41,3,2364.07,return,1,2026-04-13,1,1,0
2026-04-16,Москва,Планшеты,Козлов,118108.19,3,13555.75,return,1,2026-04-13,1,1,0
2026-04-29,Москва,Бытовая техника,Морозова,37447.11,1,2603.95,return,1,2026-04-27,1,1,0
2026-05-19,Москва,Смартфоны,Иванов,87049.84,3,5868.01,completed,0,2026-05-18,0,1,1
2026-06-18,Москва,Ноутбуки,Сидорова,67390.47,3,8807.65,return,1,2026-06-15,1,1,0
2026-04-15,Москва,Ноутбуки,Морозова,73342.34,2,6818.26,completed,0,2026-04-13,0,1,1
2026-04-05,Москва,Бытовая техника,Морозова,7296.36,3,326.63,completed,0,2026-03-30,0,1,1
2026-05-20,Москва,ТВ,Козлов,101667.23,1,1860.86,return,1,2026-05-18,1,1,0
2026-06-21,Москва,Наушники,Иванов,3184.97,3,405.16,completed,0,2026-06-15,0,1,1
2026-05-16,Москва,ТВ,Сидорова,24923.33,3,118.24,return,1,2026-05-11,1,1,0
2026-04-10,Москва,Наушники,Козлов,27006.89,3,3503.38,completed,0,2026-04-06,0,1,1
2026-06-05,Москва,Бытовая техника,Морозова,3480.85,1,174.02,completed,0,2026-06-01,0,1,1
2026-05-25,Москва,Ноутбуки,Морозова,0.0,2,5642.77,cancel,1,2026-05-25,1,1,0
2026-05-27,Москва,Смартфоны,Козлов,15393.45,2,413.27,completed,0,2026-05-25,0,1,1
