date,region,category,manager,revenue,quantity,discount_amount,status,returns,week_start,is_return_or_cancel,is_application,is_sale
2026-06-28,Урал,Смартфоны,Козлов,98554.28,1,5860.84,completed,0,2026-06-22,0,1,1
2026-04-10,СПб,Бытовая техника,Козлов,84440.42,2,7794.04,return,1,2026-04-06,1,1,0
2026-04-16,СПб,Бытовая техника,Козлов,0.0,3,3058.53,cancel,1,2026-04-13,1,1,0
2026-06-28,Москва,Бытовая техника,Козлов,97945.23,1,4311.2,completed,0,2026-06-22,0,1,1
2026-05-30,Москва,Смартфоны,Козлов,77817.91,2,5989.09,completed,0,2026-05-25,0,1,1
2026-04-02,СПб,Планшеты,Козлов,114476.36,1,2167.55,completed,0,2026-03-30,0,1,1
2026-05-05,Урал,ТВ,Козлов,94086.3,3,457.05,completed,0,2026-05-04,0,1,1
2026-06-05,Урал,ТВ,Козлов,82450.26,1,7098.0,completed,0,2026-06-01,0,1,1
2026-06-05,Сибирь,Планшеты,Козлов,89073.96,3,1573.42,completed,0,2026-06-01,0,1,1
2026-06-21,СПб,Смартфоны,Козлов,26420.87,1,3561.58,return,1,2026-06-15,1,1,0
2026-06-05,СПб,Ноутбуки,Козлов,118260.51,1,6401.97,completed,0,2026-06-01,0,1,1
2026-04-27,Сибирь,Планшеты,Козлов,119952.62,2,14814.26,return,1,2026-04-27,1,1,0
2026-05-02,Сибирь,Планшеты,Козлов,8920.82,1,1288.19,completed,0,2026-04-27,0,1,1
2026-04-18,Сибирь,Планшеты,Козлов,86490.25,1,7865.34,completed,0,2026-04-13,0,1,1
2026-04-23,Москва,Планшеты,Козлов,71293.15,2,10341.83,return,1,2026-04-20,1,1,0
2026-05-05,Москва,Планшеты,Козлов,0.0,1,5550.3,cancel,1,2026-05-04,1,1,0
2026-06-18,Сибирь,ТВ,Козлов,25321.77,1,1568.53,completed,0,2026-06-15,0,1,1
2026-04-29,Сибирь,Планшеты,Козлов,68623.75,2,9847.7,completed,0,2026-04-27,0,1,1
2026-04-27,СПб,Бытовая техника,Козлов,93227.39,2,6709.62,completed,0,2026-04-27,0,1,1
2026-05-28,Урал,Бытовая техника,Козлов,14723.16,1,1504.39,completed,0,2026-05-25,0,1,1
2026-06-07,Юг,Ноутбуки,Козлов,3606.23,3,505.79,completed,0,2026-06-01,0,1,1
2026-05-03,Москва,Наушники,Козлов,112268.95,1,15772.81,completed,0,2026-04-27,0,1,1
2026-04-10,Юг,Планшеты,Козлов,36293.71,1,4633.22,completed,0,2026-04-06,0,1,1
2026-06-21,Москва,Планшеты,Козлов,0.0,3,11100.87,cancel,1,2026-06-15,1,1,0
2026-05-01,Урал,Планшеты,Козлов,0.0,1,2095.25,cancel,1,2026-04-27,1,1,0
2026-04-06,Москва,Планшеты,Козлов,56445.42,3,6832.0,return,1,2026-04-06,1,1,0
2026-05-02,Сибирь,Наушники,Козлов,46811.93,2,563.5,return,1,2026-04-27,1,1,0
2026-04-29,Москва,Смартфоны,Козлов,25052.21,3,2878.7,completed,0,2026-04-27,0,1,1
2026-04-18,Москва,Наушники,Козлов,31633.9,1,2561.21,completed,0,2026-04-13,0,1,1
2026-05-03,Урал,Бытовая техника,Козлов,0.0,3,2915.83,cancel,1,2026-04-27,1,1,0
2026-06-25,Юг,Ноутбуки,Козлов,0.0,1,11443.63,cancel,1,2026-06-22,1,1,0
2026-05-26,Урал,Наушники,Козлов,0.0,3,3953.53,cancel,1,2026-05-25,1,1,0
2026-05-24,Юг,Наушники,Козлов,33602.71,1,4046.52,completed,0,2026-05-18,0,1,1
2026-05-15,Юг,Наушники,Козлов,75286.72,1,74.67,completed,0,2026-05-11,0,1,1
2026-06-11,Урал,Планшеты,Козлов,60400.6,2,1682.8,return,1,2026-06-08,1,1,0
2026-06-24,Москва,ТВ,Козлов,15466.46,2,1766.3,completed,0,2026-06-22,0,1,1
2026-06-10,СПб,Наушники,Козлов,18503.32,3,1539.68,completed,0,2026-06-08,0,1,1
2026-04-13,Москва,ТВ,Козлов,104055.03,2,12161.47,completed,0,2026-04-13,0,1,1
2026-04-23,Урал,ТВ,Козлов,19244.29,1,182.63,completed,0,2026-04-20,0,1,1
2026-04-02,Сибирь,Бытовая техника,Козлов,98818.97,1,9387.84,completed,0,2026-03-30,0,1,1
2026-05-21,СПб,Бытовая техника,Козлов,32563.76,2,361.29,completed,0,2026-05-18,0,1,1
2026-05-26,Сибирь,ТВ,Козлов,68896.77,1,109.01,completed,0,2026-05-25,0,1,1
2026-04-09,Москва,ТВ,Козлов,26057.69,3,3775.43,completed,0,2026-04-06,0,1,1
2026-04-10,Урал,Смартфоны,Козлов,55618.68,1,6470.94,completed,0,2026-04-06,0,1,1
2026-04-17,Урал,Ноутбуки,Козлов,20110.48,2,428.87,completed,0,2026-04-13,0,1,1
2026-06-15,Москва,Бытовая техника,Козлов,71088.8,3,7081.98,completed,0,2026-06-15,0,1,1
2026-04-12,СПб,Наушники,Козлов,4904.92,1,729.73,return,1,2026-04-06,1,1,0
2026-06-07,Урал,Смартфоны,Козлов,4086.57,3,81.02,return,1,2026-06-01,1,1,0
2026-06-26,Юг,Бытовая техника,Козлов,110627.61,1,1438.51,completed,0,2026-06-22,0,1,1
2026-05-12,Москва,Планшеты,Козлов,19381.54,2,2800.39,completed,0,2026-05-11,0,1,1
2026-05-22,Юг,Ноутбуки,Козлов,63576.65,2,6162.2,completed,0,2026-05-18,0,1,1
2026-04-18,Москва,Ноутбуки,Козлов,60901.86,3,5425.71,completed,0,2026-04-13,0,1,1
2026-04-03,Москва,ТВ,Козлов,71613.15,3,10241.7,return,1,2026-03-30,1,1,0
2026-05-05,Москва,Планшеты,Козлов,23938.43,1,1155.52,completed,0,2026-05-04,0,1,1
2026-04-22,Москва,Бытовая техника,Козлов,114265.86,3,12464.38,completed,0,2026-04-20,0,1,1
2026-05-28,СПб,Наушники,Козлов,27007.74,1,3939.99,completed,0,2026-05-25,0,1,1
2026-05-10,Юг,Смартфоны,Козлов,11755.17,3,1700.18,return,1,2026-05-04,1,1,0
2026-04-19,Москва,Ноутбуки,Козлов,5550.62,1,76.58,completed,0,2026-04-13,0,1,1
2026-04-16,Сибирь,Бытовая техника,Козлов,61046.79,1,3241.06,return,1,2026-04-13,1,1,0
2026-04-08,Сибирь,Бытовая техника,Козлов,117175.7,3,5576.69,completed,0,2026-04-06,0,1,1
2026-05-07,Юг,Смартфоны,Козлов,0.0,1,1432.87,cancel,1,2026-05-04,1,1,0
2026-05-14,Москва,Смартфоны,Козлов,95081.34,2,10448.27,completed,0,2026-05-11,0,1,1
2026-06-10,Сибирь,Планшеты,Козлов,98753.41,3,13059.95,return,1,2026-06-08,1,1,0
2026-05-18,Юг,Планшеты,Козлов,50147.95,1,2977.23,completed,0,2026-05-18,0,1,1
2026-04-07,Москва,Бытовая техника,Козлов,83790.11,2,11274.35,completed,0,2026-04-06,0,1,1
2026-05-17,Урал,ТВ,Козлов,85442.17,3,5087.34,completed,0,2026-05-11,0,1,1
2026-06-12,СПб,ТВ,Козлов,82697.4,3,5533.74,completed,0,2026-06-08,0,1,1
2026-05-24,Москва,Бытовая техника,Козлов,82648.42,2,3216.18,completed,0,2026-05-18,0,1,1
2026-05-30,Сибирь,Бытовая техника,Козлов,18140.5,2,1167.41,completed,0,2026-05-25,0,1,1
2026-06-25,СПб,Ноутбуки,Козлов,45032.35,1,1542.93,return,1,2026-06-22,1,1,0
2026-05-23,Юг,Бытовая техника,Козлов,109104.97,1,15538.39,completed,0,2026-05-18,0,1,1
2026-04-06,Сибирь,Смартфоны,Козлов,59520.32,2,410.44,completed,0,2026-04-06,0,1,1
2026-06-18,СПб,Смартфоны,Козлов,50183.41,2,6031.5,return,1,2026-06-15,1,1,0
2026-04-26,Урал,Бытовая техника,Козлов,0.0,1,1069.77,cancel,1,2026-04-20,1,1,0
2026-04-02,Юг,Смартфоны,Козлов,111415.3,2,11004.32,completed,0,2026-03-30,0,1,1
2026-06-26,СПб,ТВ,Козлов,117601.59,2,17119.7,return,1,2026-06-22,1,1,0
2026-04-17,Москва,Наушники,Козлов,84073.52,2,12065.0,completed,0,2026-04-13,0,1,1
2026-06-26,Юг,Наушники,Козлов,63174.16,1,2809.05,completed,0,2026-06-22,0,1,1
2026-06-27,СПб,Бытовая техника,Козлов,27661.43,1,852.99,completed,0,2026-06-22,0,1,1
2026-06-13,Урал,Наушники,Козлов,0.0,2,9370.96,cancel,1,2026-06-08,1,1,0
2026-06-25,Урал,Ноутбуки,Козлов,0.0,3,6797.73,cancel,1,2026-06-22,1,1,0
2026-06-19,Москва,Ноутбуки,Козлов,72794.4,2,1443.66,return,1,2026-06-15,1,1,0
2026-04-11,Юг,Бытовая техника,Козлов,26674.78,1,2422.78,completed,0,2026-04-06,0,1,1
2026-04-26,СПб,ТВ,Козлов,0.0,1,1970.27,cancel,1,2026-04-20,1,1,0
2026-06-04,Москва,Ноутбуки,Козлов,50834.87,3,4463.58,completed,0,2026-06-01,0,1,1
2026-04-30,СПб,Бытовая техника,Козлов,0.0,2,15.62,cancel,1,2026-04-27,1,1,0
2026-05-30,СПб,ТВ,Козлов,68890.73,3,4760.91,return,1,2026-05-25,1,1,0
2026-05-31,СПб,ТВ,Козлов,82198.82,2,6368.41,completed,0,2026-05-25,0,1,1
2026-05-12,Москва,Бытовая техника,Козлов,17025.78,3,16.92,completed,0,2026-05-11,0,1,1
2026-06-05,Юг,Наушники,Козлов,0.0,3,87.94,cancel,1,2026-06-01,1,1,0
2026-06-01,Урал,ТВ,Козлов,84983.38,2,5745.67,return,1,2026-06-01,1,1,0
2026-04-11,Сибирь,ТВ,Козлов,73830.04,2,8282.57,completed,0,2026-04-06,0,1,1
2026-07-01,СПб,Ноутбуки,Козлов,0.0,2,1791.48,cancel,1,2026-06-29,1,1,0
2026-04-10,Юг,ТВ,Козлов,78869.47,1,10097.05,completed,0,2026-04-06,0,1,1
2026-05-25,Москва,Бытовая техника,Козлов,18985.01,3,1289.37,completed,0,2026-05-25,0,1,1
2026-06-10,СПб,Смартфоны,Козлов,30238.83,1,1550.86,completed,0,2026-06-08,0,1,1
2026-05-31,Сибирь,ТВ,Козлов,94929.86,3,11269.48,completed,0,2026-05-25,0,1,1
2026-05-25,СПб,Наушники,Козлов,63973.28,3,9223.8,completed,0,2026-05-25,0,1,1
2026-06-02,Москва,Ноутбуки,Козлов,85055.39,1,4041.06,completed,0,2026-06-01,0,1,1
2026-05-17,Урал,Смартфоны,Козлов,87754.7,3,5758.9,completed,0,2026-05-11,0,1,1
2026-04-30,Сибирь,Бытовая техника,Козлов,69808.43,3,6533.76,completed,0,2026-04-27,0,1,1
2026-05-23,Урал,ТВ,Козлов,67359.52,3,4350.63,completed,0,2026-05-18,0,1,1
2026-05-31,Сибирь,Наушники,Козлов,45121.0,1,4915.8,completed,0,2026-05-25,0,1,1
2026-04-19,Урал,Смартфоны,Козлов,67133.83,3,4375.36,completed,0,2026-04-13,0,1,1
2026-05-30,Москва,ТВ,Козлов,4606.8,2,15.72,completed,0,2026-05-25,0,1,1
2026-04-10,Юг,Ноутбуки,Козлов,39152.81,1,3854.0,completed,0,2026-04-06,0,1,1
2026-04-18,Москва,Планшеты,Козлов,50369.41,3,2364.07,return,1,2026-04-13,1,1,0
2026-04-16,Москва,Планшеты,Козлов,118108.19,3,13555.75,return,1,2026-04-13,1,1,0
2026-06-30,Сибирь,ТВ,Козлов,0.0,1,505.27,cancel,1,2026-06-29,1,1,0
2026-05-11,Юг,Бытовая техника,Козлов,30831.77,2,1896.85,return,1,2026-05-11,1,1,0
2026-06-14,Юг,Ноутбуки,Козлов,0.0,3,6075.42,cancel,1,2026-06-08,1,1,0
2026-05-20,Москва,ТВ,Козлов,101667.23,1,1860.86,return,1,2026-05-18,1,1,0
2026-04-27,Юг,Смартфоны,Козлов,15788.36,3,1630.91,completed,0,2026-04-27,0,1,1
2026-06-16,Юг,Планшеты,Козлов,111471.33,3,12192.48,completed,0,2026-06-15,0,1,1
2026-06-17,Юг,ТВ,Козлов,76382.46,2,10630.03,completed,0,2026-06-15,0,1,1
2026-06-09,СПб,ТВ,Козлов,13155.34,2,426.51,return,1,2026-06-08,1,1,0
2026-04-10,Москва,Наушники,Козлов,27006.89,3,3503.38,completed,0,2026-04-06,0,1,1
2026-05-27,Москва,Смартфоны,Козлов,15393.45,2,413.27,completed,0,2026-05-25,0,1,1
