date,region,category,manager,revenue,quantity,discount_amount,status,returns,week_start,is_return_or_cancel,is_application,is_sale
2026-05-20,Сибирь,Бытовая техника,Иванов,51064.61,2,4598.96,completed,0,2026-05-18,0,1,1
2026-06-22,Юг,ТВ,Иванов,43963.34,2,3785.9,completed,0,2026-06-22,0,1,1
2026-04-09,Юг,Смартфоны,Иванов,21416.96,2,1423.52,completed,0,2026-04-06,0,1,1
2026-05-12,Сибирь,Планшеты,Иванов,8313.83,1,254.93,completed,0,2026-05-11,0,1,1
2026-04-10,Москва,Наушники,Иванов,11432.83,2,1579.72,completed,0,2026-04-06,0,1,1
2026-06-04,СПб,Ноутбуки,Иванов,44078.67,1,1692.41,completed,0,2026-06-01,0,1,1
2026-04-20,Урал,Планшеты,Иванов,72196.11,2,5000.4,completed,0,2026-04-20,0,1,1
2026-05-05,Урал,Смартфоны,Иванов,9656.14,3,860.48,completed,0,2026-05-04,0,1,1
2026-04-19,Юг,Бытовая техника,Иванов,57137.26,2,7791.09,return,1,2026-04-13,1,1,0
2026-06-12,Урал,Бытовая техника,Иванов,55711.2,3,5399.48,completed,0,2026-06-08,0,1,1
2026-06-17,Юг,Наушники,Иванов,77757.35,1,9758.79,return,1,2026-06-15,1,1,0
2026-06-11,Юг,Планшеты,Иванов,0.0,2,8168.79,cancel,1,2026-06-08,1,1,0
2026-04-03,Урал,ТВ,Иванов,77373.48,2,9151.58,completed,0,2026-03-30,0,1,1
2026-06-23,Урал,ТВ,Иванов,104298.4,2,6836.0,completed,0,2026-06-22,0,1,1
2026-04-16,Юг,ТВ,Иванов,111144.32,3,7077.11,completed,0,2026-04-13,0,1,1
2026-04-21,Урал,Бытовая техника,Иванов,17663.23,2,1234.22,completed,0,2026-04-20,0,1,1
2026-04-04,Москва,Бытовая техника,Иванов,37799.76,1,2492.55,return,1,2026-03-30,1,1,0
2026-05-26,Юг,Наушники,Иванов,51014.16,3,1056.62,completed,0,2026-05-25,0,1,1
2026-05-11,Урал,ТВ,Иванов,0.0,3,11391.91,cancel,1,2026-05-11,1,1,0
2026-04-17,СПб,Планшеты,Иванов,79318.95,1,4971.93,completed,0,2026-04-13,0,1,1
2026-04-10,Юг,Наушники,Иванов,0.0,2,1191.32,cancel,1,2026-04-06,1,1,0
2026-04-11,Москва,Планшеты,Иванов,43309.88,1,6406.42,return,1,2026-04-06,1,1,0
2026-06-26,СПб,Смартфоны,Иванов,88159.4,2,6122.72,completed,0,2026-06-22,0,1,1
2026-05-24,СПб,Наушники,Иванов,38186.16,3,2363.79,completed,0,2026-05-18,0,1,1
2026-04-14,Юг,Планшеты,Иванов,34410.01,1,971.21,completed,0,2026-04-13,0,1,1
2026-04-09,Москва,Бытовая техника,Иванов,64301.5,1,3977.62,completed,0,2026-04-06,0,1,1
2026-05-03,Сибирь,Ноутбуки,Иванов,61759.28,1,4857.85,completed,0,2026-04-27,0,1,1
2026-06-09,Москва,Бытовая техника,Иванов,38097.03,1,2315.98,completed,0,2026-06-08,0,1,1
2026-05-29,Москва,Бытовая техника,Иванов,67666.07,3,1739.53,return,1,2026-05-25,1,1,0
2026-04-19,Урал,Планшеты,Иванов,101903.59,3,14049.74,return,1,2026-04-13,1,1,0
2026-04-25,Юг,Бытовая техника,Иванов,108219.46,1,15076.59,completed,0,2026-04-20,0,1,1
2026-05-03,СПб,Бытовая техника,Иванов,0.0,3,4675.4,cancel,1,2026-04-27,1,1,0
2026-04-11,Сибирь,Ноутбуки,Иванов,9282.48,2,842.62,completed,0,2026-04-06,0,1,1
2026-05-28,Сибирь,ТВ,Иванов,0.0,3,4703.35,cancel,1,2026-05-25,1,1,0
2026-05-24,Урал,Наушники,Иванов,35287.54,2,1332.28,return,1,2026-05-18,1,1,0
2026-04-21,Урал,Наушники,Иванов,63970.44,2,6927.94,completed,0,2026-04-20,0,1,1
2026-04-26,Урал,Смартфоны,Иванов,40312.41,1,5134.87,return,1,2026-04-20,1,1,0
2026-04-09,Сибирь,Наушники,Иванов,77936.03,3,7179.16,completed,0,2026-04-06,0,1,1
2026-06-15,Сибирь,Наушники,Иванов,55600.28,3,1791.41,completed,0,2026-06-15,0,1,1
2026-06-10,Москва,Планшеты,Иванов,91022.08,3,2552.62,completed,0,2026-06-08,0,1,1
2026-06-05,Сибирь,Планшеты,Иванов,39805.86,2,5683.33,completed,0,2026-06-01,0,1,1
2026-04-12,Урал,Планшеты,Иванов,93688.22,3,6202.63,completed,0,2026-04-06,0,1,1
2026-05-02,Юг,Бытовая техника,Иванов,0.0,1,4950.45,cancel,1,2026-04-27,1,1,0
2026-06-13,Сибирь,Наушники,Иванов,76454.1,3,9112.55,completed,0,2026-06-08,0,1,1
2026-06-20,Москва,Смартфоны,Иванов,95231.53,3,11197.65,return,1,2026-06-15,1,1,0
2026-06-25,Урал,ТВ,Иванов,13920.78,2,1387.57,completed,0,2026-06-22,0,1,1
2026-05-12,Москва,Бытовая техника,Иванов,29786.78,1,1400.06,completed,0,2026-05-11,0,1,1
2026-05-02,СПб,ТВ,Иванов,95555.97,1,7932.05,completed,0,2026-04-27,0,1,1
2026-05-05,Урал,Бытовая техника,Иванов,0.0,3,11479.21,cancel,1,2026-05-04,1,1,0
2026-05-30,Москва,Наушники,Иванов,9775.0,2,897.78,completed,0,2026-05-25,0,1,1
2026-06-20,СПб,Смартфоны,Иванов,39186.94,3,806.54,completed,0,2026-06-15,0,1,1
2026-04-14,Урал,Бытовая техника,Иванов,17850.88,1,897.04,completed,0,2026-04-13,0,1,1
2026-04-29,Юг,Бытовая техника,Иванов,93479.49,1,10387.16,completed,0,2026-04-27,0,1,1
2026-06-05,Москва,Ноутбуки,Иванов,8152.44,2,445.09,completed,0,2026-06-01,0,1,1
2026-04-18,Урал,ТВ,Иванов,110155.01,3,6160.0,return,1,2026-04-13,1,1,0
2026-07-01,Москва,Планшеты,Иванов,56639.59,3,1134.33,completed,0,2026-06-29,0,1,1
2026-06-08,Урал,Наушники,Иванов,55599.31,3,2988.08,completed,0,2026-06-08,0,1,1
2026-04-03,Сибирь,ТВ,Иванов,55874.3,1,1321.0,completed,0,2026-03-30,0,1,1
2026-06-11,Сибирь,Планшеты,Иванов,116302.8,3,5213.4,completed,0,2026-06-08,0,1,1
2026-06-25,СПб,Смартфоны,Иванов,57059.06,1,7107.04,completed,0,2026-06-22,0,1,1
2026-04-15,Сибирь,ТВ,Иванов,18293.68,3,1608.34,completed,0,2026-04-13,0,1,1
2026-04-15,Сибирь,Ноутбуки,Иванов,35172.87,3,3266.73,completed,0,2026-04-13,0,1,1
2026-06-22,СПб,Наушники,Иванов,66428.58,1,559.67,return,1,2026-06-22,1,1,0
2026-05-05,Юг,Наушники,Иванов,0.0,2,3937.86,cancel,1,2026-05-04,1,1,0
2026-05-04,Сибирь,Планшеты,Иванов,85430.95,2,3867.01,completed,0,2026-05-04,0,1,1
2026-04-07,Урал,Ноутбуки,Иванов,30845.52,3,3100.09,completed,0,2026-04-06,0,1,1
2026-05-05,Урал,ТВ,Иванов,37504.31,1,1922.89,completed,0,2026-05-04,0,1,1
2026-04-22,Москва,Планшеты,Иванов,21825.83,2,1944.78,return,1,2026-04-20,1,1,0
2026-05-26,Сибирь,Ноутбуки,Иванов,0.0,2,38.52,cancel,1,2026-05-25,1,1,0
2026-04-03,Москва,Наушники,Иванов,77668.31,2,9144.01,completed,0,2026-03-30,0,1,1
2026-04-06,Сибирь,Бытовая техника,Иванов,37965.7,3,3253.01,return,1,2026-04-06,1,1,0
2026-05-19,Юг,Ноутбуки,Иванов,0.0,2,2506.38,cancel,1,2026-05-18,1,1,0
2026-06-15,СПб,Ноутбуки,Иванов,116743.29,2,1372.35,completed,0,2026-06-15,0,1,1
2026-06-28,Сибирь,Планшеты,Иванов,34522.14,1,2287.35,completed,0,2026-06-22,0,1,1
2026-05-03,Юг,ТВ,Иванов,89690.54,3,10648.38,return,1,2026-04-27,1,1,0
2026-05-14,Юг,Ноутбуки,Иванов,25038.13,3,1517.68,completed,0,2026-05-11,0,1,1
2026-04-15,Москва,Наушники,Иванов,57259.99,3,5012.32,completed,0,2026-04-13,0,1,1
2026-05-20,СПб,Планшеты,Иванов,0.0,3,648.78,cancel,1,2026-05-18,1,1,0
2026-04-30,СПб,ТВ,Иванов,60046.96,1,4071.66,completed,0,2026-04-27,0,1,1
2026-05-11,Юг,Ноутбуки,Иванов,107364.75,3,66.41,completed,0,2026-05-11,0,1,1
2026-05-14,Москва,Смартфоны,Иванов,80450.48,2,5361.79,completed,0,2026-05-11,0,1,1
2026-06-23,Урал,Ноутбуки,Иванов,85302.1,3,6351.01,completed,0,2026-06-22,0,1,1
2026-05-14,Урал,Наушники,Иванов,96786.74,1,12358.4,completed,0,2026-05-11,0,1,1
2026-04-16,Урал,Бытовая техника,Иванов,114745.43,2,14027.01,return,1,2026-04-13,1,1,0
2026-05-05,Урал,Планшеты,Иванов,0.0,3,6260.52,cancel,1,2026-05-04,1,1,0
2026-05-16,Юг,Планшеты,Иванов,20392.57,1,1968.08,return,1,2026-05-11,1,1,0
2026-04-10,Урал,Бытовая техника,Иванов,61955.53,2,5225.46,completed,0,2026-04-06,0,1,1
2026-05-14,Юг,Смартфоны,Иванов,97571.66,2,2126.97,return,1,2026-05-11,1,1,0
2026-05-11,СПб,Бытовая техника,Иванов,37418.79,1,5402.2,completed,0,2026-05-11,0,1,1
2026-05-13,Урал,Планшеты,Иванов,7673.05,3,708.54,completed,0,2026-05-11,0,1,1
2026-06-30,СПб,Планшеты,Иванов,64471.22,3,1541.22,completed,0,2026-06-29,0,1,1
2026-05-10,Сибирь,Бытовая техника,Иванов,40019.3,3,35.41,return,1,2026-05-04,1,1,0
2026-05-23,Юг,Смартфоны,Иванов,0.0,2,1447.59,cancel,1,2026-05-18,1,1,0
2026-06-11,Урал,Планшеты,Иванов,36910.88,2,4237.04,completed,0,2026-06-08,0,1,1
2026-05-28,Сибирь,Ноутбуки,Иванов,97500.87,2,3600.34,completed,0,2026-05-25,0,1,1
2026-06-06,Москва,Бытовая техника,Иванов,33798.45,1,4307.21,completed,0,2026-06-01,0,1,1
2026-06-06,Сибирь,ТВ,Иванов,89102.62,1,10177.38,completed,0,2026-06-01,0,1,1
2026-06-25,Урал,Ноутбуки,Иванов,10354.76,3,321.16,completed,0,2026-06-22,0,1,1
2026-06-22,Сибирь,Смартфоны,Иванов,48406.89,3,2353.09,completed,0,2026-06-22,0,1,1
2026-05-02,Сибирь,Планшеты,Иванов,59962.8,3,7933.39,completed,0,2026-04-27,0,1,1
2026-04-20,Юг,Ноутбуки,Иванов,0.0,1,293.85,cancel,1,2026-04-20,1,1,0
2026-05-30,Юг,Планшеты,Иванов,58676.69,3,4430.05,completed,0,2026-05-25,0,1,1
2026-05-21,Москва,Планшеты,Иванов,70624.5,2,6934.05,completed,0,2026-05-18,0,1,1
2026-05-31,Москва,Бытовая техника,Иванов,0.0,1,2179.38,cancel,1,2026-05-25,1,1,0
2026-06-12,Сибирь,Планшеты,Иванов,56206.8,2,1475.72,completed,0,2026-06-08,0,1,1
2026-05-26,СПб,Наушники,Иванов,49064.88,3,3813.85,completed,0,2026-05-25,0,1,1
2026-06-22,Юг,Планшеты,Иванов,38104.0,2,565.7,return,1,2026-06-22,1,1,0
2026-05-07,Урал,Наушники,Иванов,10024.26,2,1119.6,completed,0,2026-05-04,0,1,1
2026-05-06,Сибирь,Планшеты,Иванов,112604.86,1,13021.63,completed,0,2026-05-04,0,1,1
2026-06-10,СПб,Смартфоны,Иванов,64628.85,3,3459.34,completed,0,2026-06-08,0,1,1
2026-06-29,Сибирь,ТВ,Иванов,113794.03,2,13620.54,return,1,2026-06-29,1,1,0
2026-04-09,Урал,Наушники,Иванов,24247.64,1,3544.76,return,1,2026-04-06,1,1,0
2026-04-28,Сибирь,Ноутбуки,Иванов,48021.35,1,3319.49,completed,0,2026-04-27,0,1,1
2026-06-15,СПб,ТВ,Иванов,77706.84,3,2538.55,return,1,2026-06-15,1,1,0
2026-06-30,Сибирь,ТВ,Иванов,30608.0,1,3647.21,completed,0,2026-06-29,0,1,1
2026-04-04,СПб,Смартфоны,Иванов,0.0,3,1997.74,cancel,1,2026-03-30,1,1,0
2026-06-14,СПб,ТВ,Иванов,83543.57,1,1976.2,return,1,2026-06-08,1,1,0
2026-05-20,Урал,Бытовая техника,Иванов,83255.52,1,4439.82,completed,0,2026-05-18,0,1,1
2026-04-30,Юг,Бытовая техника,Иванов,15924.3,1,1994.98,completed,0,2026-04-27,0,1,1
2026-06-03,Москва,Ноутбуки,Иванов,23900.74,2,686.97,completed,0,2026-06-01,0,1,1
2026-05-27,Москва,Наушники,Иванов,79722.68,2,6673.03,completed,0,2026-05-25,0,1,1
2026-05-15,Юг,Наушники,Иванов,68335.55,3,5909.97,completed,0,2026-05-11,0,1,1
2026-06-09,СПб,Смартфоны,Иванов,0.0,2,5939.43,cancel,1,2026-06-08,1,1,0
2026-05-22,Юг,Ноутбуки,Иванов,69747.0,3,3396.94,completed,0,2026-05-18,0,1,1
2026-04-12,СПб,Ноутбуки,Иванов,61780.99,3,6779.65,completed,0,2026-04-06,0,1,1
2026-05-15,СПб,Бытовая техника,Иванов,0.0,2,5204.55,cancel,1,2026-05-11,1,1,0
2026-05-07,Сибирь,Бытовая техника,Иванов,0.0,1,2025.23,cancel,1,2026-05-04,1,1,0
2026-05-25,Урал,Смартфоны,Иванов,80568.85,2,10482.94,completed,0,2026-05-25,0,1,1
2026-05-04,Сибирь,Планшеты,Иванов,30046.73,2,2184.38,return,1,2026-05-04,1,1,0
2026-04-07,СПб,Бытовая техника,Иванов,24543.82,2,3240.27,completed,0,2026-04-06,0,1,1
2026-04-27,СПб,Ноутбуки,Иванов,0.0,2,357.84,cancel,1,2026-04-27,1,1,0
2026-06-26,Сибирь,Наушники,Иванов,63915.94,1,4973.01,completed,0,2026-06-22,0,1,1
2026-05-04,СПб,Наушники,Иванов,0.0,2,5245.36,cancel,1,2026-05-04,1,1,0
2026-05-19,Москва,Смартфоны,Иванов,87049.84,3,5868.01,completed,0,2026-05-18,0,1,1
2026-06-18,СПб,Ноутбуки,Иванов,21968.52,2,1015.15,completed,0,2026-06-15,0,1,1
2026-06-21,Москва,Наушники,Иванов,3184.97,3,405.16,completed,0,2026-06-15,0,1,1
2026-06-30,Юг,ТВ,Иванов,38133.23,1,3922.97,completed,0,2026-06-29,0,1,1
2026-05-10,Юг,Планшеты,Иванов,49337.77,1,1435.84,completed,0,2026-05-04,0,1,1
2026-06-28,Сибирь,Наушники,Иванов,110906.73,3,2258.4,completed,0,2026-06-22,0,1,1
2026-06-13,Урал,ТВ,Иванов,70555.52,1,2968.2,completed,0,2026-06-08,0,1,1
2026-05-19,Урал,Ноутбуки,Иванов,0.0,3,3990.46,cancel,1,2026-05-18,1,1,0
2026-04-15,Юг,Наушники,Иванов,0.0,1,467.04,cancel,1,2026-04-13,1,1,0
