date,region,category,manager,revenue,quantity,discount_amount,status,returns,week_start,is_return_or_cancel,is_application,is_sale
2026-04-07,СПб,Наушники,Морозова,113828.7,2,14808.59,completed,0,2026-04-06,0,1,1
2026-05-25,СПб,Планшеты,Морозова,13903.23,1,1870.61,completed,0,2026-05-25,0,1,1
2026-04-26,СПб,ТВ,Козлов,0.0,1,1970.27,cancel,1,2026-04-20,1,1,0
2026-04-30,СПб,Бытовая техника,Козлов,0.0,2,15.62,cancel,1,2026-04-27,1,1,0
2026-05-30,СПб,ТВ,Козлов,68890.73,3,4760.91,return,1,2026-05-25,1,1,0
2026-05-31,СПб,ТВ,Козлов,82198.82,2,6368.41,completed,0,2026-05-25,0,1,1
2026-06-08,СПб,Наушники,Сидорова,11895.37,2,389.99,completed,0,2026-06-08,0,1,1
2026-06-12,СПб,Наушники,Петров,0.0,1,3803.85,cancel,1,2026-06-08,1,1,0
2026-06-17,СПб,Ноутбуки,Морозова,27193.1,2,636.3,completed,0,2026-06-15,0,1,1
2026-05-26,СПб,Наушники,Иванов,49064.88,3,3813.85,completed,0,2026-05-25,0,1,1
2026-05-12,СПб,Бытовая техника,Сидорова,39196.37,2,3683.37,return,1,2026-05-11,1,1,0
2026-06-10,СПб,Смартфоны,Иванов,64628.85,3,3459.34,completed,0,2026-06-08,0,1,1
2026-05-21,СПб,ТВ,Сидорова,0.0,2,7898.01,cancel,1,2026-05-18,1,1,0
2026-07-01,СПб,Ноутбуки,Козлов,0.0,2,1791.48,cancel,1,2026-06-29,1,1,0
2026-04-29,СПб,Планшеты,Морозова,52402.01,3,5381.48,completed,0,2026-04-27,0,1,1
2026-06-10,СПб,Смартфоны,Козлов,30238.83,1,1550.86,completed,0,2026-06-08,0,1,1
2026-05-25,СПб,Смартфоны,Сидорова,12386.1,2,132.63,completed,0,2026-05-25,0,1,1
2026-05-25,СПб,Наушники,Козлов,63973.28,3,9223.8,completed,0,2026-05-25,0,1,1
2026-06-15,СПб,ТВ,Иванов,77706.84,3,2538.55,return,1,2026-06-15,1,1,0
2026-04-04,СПб,Смартфоны,Иванов,0.0,3,1997.74,cancel,1,2026-03-30,1,1,0
2026-06-14,СПб,ТВ,Иванов,83543.57,1,1976.2,return,1,2026-06-08,1,1,0
2026-06-09,СПб,Смартфоны,Морозова,0.0,2,5511.44,cancel,1,2026-06-08,1,1,0
2026-06-18,СПб,Планшеты,Сидорова,92590.89,2,5691.62,return,1,2026-06-15,1,1,0
2026-05-21,СПб,Ноутбуки,Морозова,65204.34,3,2433.06,completed,0,2026-05-18,0,1,1
2026-06-27,СПб,Планшеты,Морозова,0.0,2,5949.65,cancel,1,2026-06-22,1,1,0
2026-06-09,СПб,Смартфоны,Иванов,0.0,2,5939.43,cancel,1,2026-06-08,1,1,0
2026-06-25,СПб,Бытовая техника,Морозова,104765.02,1,9961.38,completed,0,2026-06-22,0,1,1
2026-04-12,СПб,Ноутбуки,Иванов,61780.99,3,6779.65,completed,0,2026-04-06,0,1,1
2026-05-26,СПб,Ноутбуки,Сидорова,95005.09,1,6781.29,completed,0,2026-05-25,0,1,1
2026-05-20,СПб,ТВ,Морозова,93052.71,2,8698.32,completed,0,2026-05-18,0,1,1
2026-05-13,СПб,Ноутбуки,Сидорова,8250.67,1,937.77,return,1,2026-05-11,1,1,0
2026-05-13,СПб,Ноутбуки,Морозова,89581.52,3,10082.69,completed,0,2026-05-11,0,1,1
2026-05-15,СПб,Бытовая техника,Иванов,0.0,2,5204.55,cancel,1,2026-05-11,1,1,0
2026-05-20,СПб,Смартфоны,Сидорова,0.0,1,957.37,cancel,1,2026-05-18,1,1,0
2026-04-12,СПб,Ноутбуки,Морозова,0.0,2,5482.9,cancel,1,2026-04-06,1,1,0
2026-04-30,СПб,Наушники,Сидорова,31122.21,3,1537.21,return,1,2026-04-27,1,1,0
2026-06-24,СПб,Планшеты,Морозова,0.0,3,2210.37,cancel,1,2026-06-22,1,1,0
2026-04-07,СПб,Бытовая техника,Иванов,24543.82,2,3240.27,completed,0,2026-04-06,0,1,1
2026-04-27,СПб,Ноутбуки,Иванов,0.0,2,357.84,cancel,1,2026-04-27,1,1,0
2026-06-20,СПб,Ноутбуки,Петров,58440.09,1,3581.7,return,1,2026-06-15,1,1,0
2026-05-04,СПб,Наушники,Иванов,0.0,2,5245.36,cancel,1,2026-05-04,1,1,0
2026-06-18,СПб,Ноутбуки,Иванов,21968.52,2,1015.15,completed,0,2026-06-15,0,1,1
2026-04-16,СПб,Смартфоны,Петров,36787.32,1,19.49,return,1,2026-04-13,1,1,0
2026-06-15,СПб,Смартфоны,Петров,0.0,1,817.32,cancel,1,2026-06-15,1,1,0
2026-06-29,СПб,Планшеты,Петров,60623.02,3,2641.54,return,1,2026-06-29,1,1,0
2026-04-15,СПб,Бытовая техника,Сидорова,4321.78,2,512.26,completed,0,2026-04-13,0,1,1
2026-06-09,СПб,ТВ,Козлов,13155.34,2,426.51,return,1,2026-06-08,1,1,0
2026-05-15,СПб,ТВ,Сидорова,40543.0,3,1940.89,completed,0,2026-05-11,0,1,1
